,"(x0, y0)",converged to,closest fp,stability,success
0,"(-0.002360794332678766, 2.1213459760327185)","(0.00013088202103972435, 2.000911235809326)","(0.0, 2.0)",stable,True
0,"(2.517005440264263, 0.12827511264114294)","(2.999833106994629, -1.7452239262638614e-05)","(3.0, 0.0)",stable,True
0,"(3.2892937183956494, 0.37008605758350094)","(2.99999737739563, -0.0003722429391928017)","(3.0, 0.0)",stable,True
0,"(2.410638679837981, -0.1881419395146711)","(3.0001473426818848, 0.00017065108113456517)","(3.0, 0.0)",stable,True
0,"(2.5855075574485387, -0.059869685370360304)","(2.9999454021453857, 0.0004169665335211903)","(3.0, 0.0)",stable,True
0,"(3.157236782443327, -0.6476481068270145)","(3.000394582748413, 0.000980722950771451)","(3.0, 0.0)",stable,True
0,"(3.0369768148813243, -0.403504374509337)","(3.000002384185791, -0.0007634818321093917)","(3.0, 0.0)",stable,True
0,"(2.60287922885573, -0.01381261995777892)","(3.000596523284912, -0.00015138481103349477)","(3.0, 0.0)",stable,True
0,"(3.1859877041060836, -0.1719311848404255)","(3.0001401901245117, 5.882680488866754e-05)","(3.0, 0.0)",stable,True
0,"(3.307831257817728, 0.38120229682027146)","(2.9997920989990234, 0.000590080046094954)","(3.0, 0.0)",stable,True
0,"(2.795181317051298, -0.2100960210663818)","(3.000040054321289, -9.757280167832505e-06)","(3.0, 0.0)",stable,True
0,"(3.4349807565168544, 0.301711241587371)","(2.99772047996521, 0.00034986139507964253)","(3.0, 0.0)",stable,True
0,"(3.458699083073462, -0.03725546475224959)","(3.0002667903900146, -0.0001431338459951803)","(3.0, 0.0)",stable,True
0,"(3.342555756344674, 0.04240064040702545)","(3.0002481937408447, 4.150420500081964e-05)","(3.0, 0.0)",stable,True
0,"(2.6858712781309464, 0.2790307450780175)","(2.9993605613708496, 0.00043973923311568797)","(3.0, 0.0)",stable,True
0,"(2.4763734981012595, 0.05777735902249073)","(2.999898672103882, 4.551410529529676e-05)","(3.0, 0.0)",stable,True
0,"(2.9485150508161095, 0.058044696621146405)","(3.0000088214874268, 9.292513277614489e-05)","(3.0, 0.0)",stable,True
0,"(3.137157338989608, 0.16037763021607143)","(2.999840259552002, -8.405745029449463e-05)","(3.0, 0.0)",stable,True
0,"(3.4730933137600988, -0.11701499308011709)","(3.0002007484436035, -5.867034269613214e-05)","(3.0, 0.0)",stable,True
0,"(3.1269751940683563, 0.5801274014069275)","(2.998621702194214, 0.00015491247177124023)","(3.0, 0.0)",stable,True
0,"(3.342915536763557, -0.08502878739471942)","(2.9999234676361084, -7.088333222782239e-05)","(3.0, 0.0)",stable,True
0,"(2.7290712410325155, -0.16802622023339034)","(2.9999146461486816, -0.00021197795285843313)","(3.0, 0.0)",stable,True
0,"(3.090228815116102, -0.4637161922084939)","(3.000612258911133, 0.0010297835106030107)","(3.0, 0.0)",stable,True
0,"(2.7687152703052957, 0.3406828648017644)","(2.999999523162842, -8.749365952098742e-05)","(3.0, 0.0)",stable,True
0,"(3.307354527061926, 0.19532177762194683)","(2.9989421367645264, -0.00010949373245239258)","(3.0, 0.0)",stable,True
0,"(3.354701732572884, 0.12195995615645269)","(2.9993367195129395, 0.00010767429921543226)","(3.0, 0.0)",stable,True
0,"(3.2696258078548452, 0.39677220697872695)","(3.000605821609497, -0.00020611286163330078)","(3.0, 0.0)",stable,True
0,"(3.475067337987022, -0.42172722795687134)","(2.999951124191284, 0.000314176082611084)","(3.0, 0.0)",stable,True
0,"(2.889998872448042, -0.023329127902063148)","(3.000065565109253, 5.438923977862942e-08)","(3.0, 0.0)",stable,True
0,"(3.4829570592002135, 0.6338857461018252)","(3.0007588863372803, 0.0011161684524267912)","(3.0, 0.0)",stable,True
0,"(3.071353624101068, -0.01514904914437597)","(3.0000526905059814, -1.7921440303325653e-05)","(3.0, 0.0)",stable,True
0,"(2.950091555146582, -0.003102122993388914)","(2.999995708465576, 3.400729110580869e-05)","(3.0, 0.0)",stable,True
0,"(3.041597116429896, 0.5188577227767052)","(2.9981281757354736, 0.0003021717129740864)","(3.0, 0.0)",stable,True
0,"(2.927339700833259, -0.3518243290276868)","(3.0000364780426025, -3.6776065826416016e-05)","(3.0, 0.0)",stable,True
0,"(3.1592476759714425, 0.19498002796411965)","(2.9992682933807373, -0.00042848585871979594)","(3.0, 0.0)",stable,True
0,"(2.6720974276880605, -0.19021757093466776)","(3.0003268718719482, -9.940564632415771e-05)","(3.0, 0.0)",stable,True
0,"(2.741723933624867, -0.40793087637653)","(2.998835802078247, -0.0017587185138836503)","(3.0, 0.0)",stable,True
0,"(3.608458617047584, -0.21284349934139293)","(2.999298095703125, 0.0004317551793064922)","(3.0, 0.0)",stable,True
0,"(3.3055086676355296, -0.41260891306567815)","(2.9998884201049805, -0.0006228804704733193)","(3.0, 0.0)",stable,True
0,"(3.499965194157582, 0.14188730783563208)","(3.00028657913208, 0.00045231281546875834)","(3.0, 0.0)",stable,True
0,"(3.2031699906677567, 0.4712440615149274)","(2.9999725818634033, -9.064078039955348e-05)","(3.0, 0.0)",stable,True
0,"(2.5265100500842834, -0.013455314950375141)","(3.00016450881958, 7.732827361905947e-05)","(3.0, 0.0)",stable,True
0,"(3.2535175284466615, 0.04045038925006336)","(3.000102996826172, -0.00010243579890811816)","(3.0, 0.0)",stable,True
0,"(3.2163416513436416, 0.029160566764083944)","(3.0005555152893066, -0.0003639746573753655)","(3.0, 0.0)",stable,True
0,"(2.758240377739998, -0.22180945293262558)","(3.0000247955322266, 4.338622238719836e-05)","(3.0, 0.0)",stable,True
0,"(2.6167365134728953, 0.08881780676444544)","(2.9997169971466064, 0.00022666752920486033)","(3.0, 0.0)",stable,True
0,"(3.0327504420209905, 0.10584587983966517)","(3.000244140625, -1.4369189557328355e-05)","(3.0, 0.0)",stable,True
0,"(3.35717534707441, 0.16543444201356078)","(2.9994266033172607, -0.0008751332643441856)","(3.0, 0.0)",stable,True
0,"(3.135468772808769, 0.17385944066431505)","(2.9997382164001465, -0.00014181435108184814)","(3.0, 0.0)",stable,True
0,"(2.9872613554058502, 0.16984260179272884)","(2.9996886253356934, -5.0973892939509824e-05)","(3.0, 0.0)",stable,True
0,"(2.9976392056673213, 0.12134597603271868)","(2.99944806098938, 0.0001745373010635376)","(3.0, 0.0)",stable,True
